Date,Close,High,Low,Open,Volume
2024-01-02,140837.5625,141233.17363061797,138167.18736832865,138167.18736832865,2147458
2024-01-03,135299.03125,139255.1432748538,135299.03125,138463.92086988303,3257820
2024-01-04,134903.40625,137277.07322214075,134309.9895069648,135299.01741202344,2661970
2024-01-05,135991.34375,135991.34375,134309.99622727273,134309.99622727273,1846781
2024-01-08,134507.78125,136386.93407628677,133914.36456801472,135991.32295496325,2498302
2024-01-09,135892.4375,137969.3961517467,135101.21515647744,137474.88218704512,3473806
2024-01-10,132035.234375,136584.76305009364,130650.59521301498,136189.15186095505,3769252
2024-01-11,134507.78125,135595.7118336397,130947.28115808824,130947.28115808824,3594909
2024-01-12,132628.640625,135793.52988674497,131936.3210989933,134903.4047818792,1878915
2024-01-15,132628.640625,133617.66851929532,132035.22388842283,133320.9601510067,353911
2024-01-16,130650.578125,132233.02267458366,129661.55028151022,131145.0920467449,3670169
2024-01-17,129562.6484375,133024.24591483778,127584.59273616412,132331.92641937023,3822702
2024-01-18,134705.59375,135299.01046255507,129167.03776615272,130057.16283498531,3050556
2024-01-19,139749.640625,139749.640625,135892.4318604034,137178.16811526893,4946040
2024-01-22,141035.375,143804.6530504909,140738.6666374474,143606.8474754558,3784276
2024-01-23,139255.109375,141233.1649058949,136782.5399613814,140738.65102317117,2912611
2024-01-24,139947.4375,140145.24306537103,136090.22897526502,138463.89575971733,2580665
2024-01-25,135892.4375,142123.31345524016,135397.92353529838,141134.28552583695,4708651
2024-01-26,134507.78125,137079.25353860293,134507.78125,134705.58681066177,3247410
2024-01-29,133518.78125,135496.83726851852,133518.78125,134013.29525462963,2311854
2024-01-30,135397.921875,136288.04700054784,132925.35208181155,133815.4772073594,2297631
2024-01-31,133222.0625,135101.2155716407,132134.13177431328,133320.96529324426,2815362
2024-02-01,131244.0,134112.18085908063,130254.9721175584,131639.61115297663,3778274
2024-02-02,133419.875,133815.48619347665,130749.49944403263,130848.40224240179,3708253
2024-02-05,130848.390625,134309.988260582,130254.97388747166,133419.8631542895,3300954
2024-02-06,136485.859375,136881.4705615942,130551.69157608696,132233.03911911233,4672324
2024-02-07,136485.859375,136980.37335824277,134013.28945878622,135101.2202219203,3348045
2024-02-08,141233.1875,141430.9930847339,136386.9506740196,137474.88139005602,5780714
2024-02-13,148354.1875,148354.1875,143409.04791666666,145189.29816666667,6902585
2024-02-14,147068.453125,147562.96708977807,143310.1469926866,144694.78609406523,4396924
2024-02-15,147266.25,151024.55591000672,146376.12491605105,149639.91689053056,3560211
2024-02-16,145189.296875,148947.60292489783,144101.3661763454,148947.60292489783,3265836
2024-02-19,149639.9375,151519.0907138136,144398.08906146727,144595.89466292135,3997323
2024-02-20,147958.578125,149442.12001796457,145881.6194748496,148650.89767505013,3507601
2024-02-21,147365.15625,150530.04551174497,145486.00325083893,145486.00325083893,4278500
2024-02-22,154782.875,154782.875,150925.6659744409,152804.81908945687,5966352
2024-02-23,159629.109375,165068.76304019516,158046.66467239778,165068.76304019516,7012032
2024-02-26,160024.71875,162991.8025339926,156662.0237948084,156662.0237948084,4329477
2024-02-27,152112.484375,158244.45708712612,151617.97044660273,157255.4292303316,6107954
2024-02-28,156266.390625,157453.22397151898,152112.47391218354,152804.79336431963,3666960
2024-02-29,154486.15625,156662.0176056338,152804.8088388284,153200.4199943982,3386307
2024-03-04,164673.140625,166255.5852195946,158936.7789695946,159233.4873310811,5230909
2024-03-05,163980.84375,167145.7333760555,162299.496136158,163288.52414430035,3612530
2024-03-06,161112.640625,163684.11309660834,160914.83505026088,162299.47407343463,2672526
2024-03-07,163090.703125,164079.73103964524,159233.49425788358,162695.0919591419,3052700
2024-03-08,170013.890625,172980.97423102093,167442.4181664485,167936.93210078534,5089650
2024-03-11,164772.046875,167046.81102753602,162892.89387942676,163189.60224714887,3450905
2024-03-12,163881.921875,165365.46371454434,162200.57445684972,164277.53303221182,3102706
2024-03-13,161804.96875,167838.03910070294,160222.5240678484,166750.10838172372,5072935
2024-03-14,160123.625,162398.38928350835,159332.40264051885,161804.97251389746,3655060
2024-03-15,159431.296875,161112.64429861974,156859.82434475806,157848.85224100496,4099531
2024-03-18,162497.296875,162695.10247070907,159233.50454580036,159431.31014150943,2696598
2024-03-19,158442.265625,160024.71022549938,155870.7931491885,159925.80743796818,4159293
2024-03-20,154782.875,159629.11198083067,152409.20790734823,158442.27843450478,5692523
